ID	Sample	input	non-chimeric	Species	SpeciesID	Run	Ashley	Laura	sample_type	colony_tag	Colony	Replicate	PMA	Date_collected	Tank	Genotype	DNA_ext_date	DNA_ext_by	FWD	REV
Sy1.4_FWD01	Sy1.4	3461	1689	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD01	REV09
Sy1.5_FWD01	Sy1.5	5	1	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD01	REV10
Sy2.1_FWD03	Sy2.1	474	195	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD03	REV06
Sy2.2_FWD03	Sy2.2	10611	5437	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD03	REV07
Sy2.3_FWD03	Sy2.3	8286	4080	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD03	REV08
Sy2.4_FWD03	Sy2.4	26207	13540	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD03	REV09
Sy2.5_FWD03	Sy2.5	412	165	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD03	REV10
Sy3.1_FWD05	Sy3.1	5088	2117	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD05	REV06
Sy3.2_FWD05	Sy3.2	3919	1733	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD05	REV07
Sy3.3_FWD05	Sy3.3	12913	5951	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD05	REV08
Sy3.4_FWD05	Sy3.4	619	259	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD05	REV09
Sy3.5_FWD05	Sy3.5	1614	587	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD05	REV10
Sy4.2_FWD08	Sy4.2	7599	3102	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD08	REV02
Sy4.3_FWD08	Sy4.3	51739	24435	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD08	REV03
Sy4.4_FWD08	Sy4.4	2692	1292	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD08	REV04
Sy4.5_FWD08	Sy4.5	10669	5417	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD08	REV05
Sy5.1_FWD10	Sy5.1	4202	1840	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD10	REV01
Sy5.2_FWD10	Sy5.2	131	34	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD10	REV02
Sy5.3_FWD10	Sy5.3	3577	1619	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD10	REV03
Sy5.4_FWD10	Sy5.4	21578	9623	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD10	REV04
Sy5.5_FWD10	Sy5.5	62954	26844	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD10	REV05
Ti1.1_FWD01	Ti1.1	24779	12789	Acropora loripes	Al	2	FALSE	TRUE	tissue	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD01	REV01
Ti1.2_FWD01	Ti1.2	18970	8964	Acropora loripes	Al	2	FALSE	TRUE	tissue	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD01	REV02
Ti1.3_FWD01	Ti1.3	25501	13622	Acropora loripes	Al	2	FALSE	TRUE	tissue	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD01	REV03
Ti1.4_FWD01	Ti1.4	21867	11184	Acropora loripes	Al	2	FALSE	TRUE	tissue	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD01	REV04
Ti1.5_FWD01	Ti1.5	25281	13385	Acropora loripes	Al	2	FALSE	TRUE	tissue	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD01	REV05
Ti1.B_FWD06	Ti1.B	558	215	Acropora loripes	Al	2	FALSE	TRUE	air blast blank	NA	1	NA	NA	19/09/2022	NA	NA	29/09/2022	Laura	FWD06	REV06
Ti2.1_FWD03	Ti2.1	22814	11890	Acropora loripes	Al	2	FALSE	TRUE	tissue	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD03	REV01
Ti2.2_FWD03	Ti2.2	25512	11873	Acropora loripes	Al	2	FALSE	TRUE	tissue	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD03	REV02
Ti2.3_FWD03	Ti2.3	15998	8815	Acropora loripes	Al	2	FALSE	TRUE	tissue	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD03	REV03
Ti2.4_FWD03	Ti2.4	14629	7705	Acropora loripes	Al	2	FALSE	TRUE	tissue	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD03	REV04
Ti2.5_FWD03	Ti2.5	22903	11980	Acropora loripes	Al	2	FALSE	TRUE	tissue	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD03	REV05
Ti2.B_FWD06	Ti2.B	348	139	Acropora loripes	Al	2	FALSE	TRUE	air blast blank	NA	2	NA	NA	21/09/2022	NA	NA	30/09/2022	Laura	FWD06	REV07
Ti3.1_FWD05	Ti3.1	10602	5072	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD05	REV01
Ti3.2_FWD05	Ti3.2	6665	2931	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD05	REV02
Ti3.3_FWD05	Ti3.3	13311	6084	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD05	REV03
Ti3.4_FWD05	Ti3.4	1885	958	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD05	REV04
Ti3.5_FWD05	Ti3.5	10729	5143	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD05	REV05
Ti3.B_FWD06	Ti3.B	1937	999	Acropora loripes	Al	2	FALSE	TRUE	air blast blank	NA	3	NA	NA	21/09/2022	NA	NA	29/09/2022	Laura	FWD06	REV08
Ti4.1_FWD07	Ti4.1	18218	9169	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD07	REV06
Ti4.2_FWD07	Ti4.2	24804	11599	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD07	REV07
Ti4.3_FWD07	Ti4.3	23126	10724	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD07	REV08
Ti4.4_FWD07	Ti4.4	20524	10244	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD07	REV09
Ti4.5_FWD07	Ti4.5	11471	5011	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD07	REV10
Ti4.B_FWD08	Ti4.B	216	81	Acropora loripes	Al	2	FALSE	TRUE	air blast blank	NA	4	NA	NA	23/09/2022	NA	NA	30/09/2022	Laura	FWD08	REV11
Ti5.1_FWD09	Ti5.1	17038	8461	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD09	REV06
Ti5.2_FWD09	Ti5.2	20744	9856	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD09	REV07
Ti5.3_FWD09	Ti5.3	21717	9565	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD09	REV08
Ti5.4_FWD09	Ti5.4	20208	10171	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD09	REV09
Ti5.5_FWD09	Ti5.5	11888	5298	Acropora loripes	Al	2	FALSE	TRUE	tissue	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD09	REV10
Ti5.B_FWD08	Ti5.B	4261	1927	Acropora loripes	Al	2	FALSE	TRUE	air blast blank	NA	5	NA	NA	23/09/2022	NA	NA	3/10/2022	Laura	FWD08	REV12
