ID	Sample	input	non-chimeric	Species	SpeciesID	Run	Ashley	Laura	sample_type	colony_tag	Colony	Replicate	PMA	Date_collected	Tank	Genotype	DNA_ext_date	DNA_ext_by	FWD	REV
EB4_FWD02	EB4	1272	527	Acropora loripes	EB	2	FALSE	TRUE	extraction blank	NA	NA	NA	NA	NA	NA	NA	30/09/2022	Laura	FWD02	REV12
EB5_FWD07	EB5	207	68	Acropora loripes	EB	2	FALSE	TRUE	extraction blank	NA	NA	NA	NA	NA	NA	NA	3/10/2022	Laura	FWD07	REV11
EB6_FWD07	EB6	1276	207	Acropora loripes	EB	2	FALSE	TRUE	extraction blank	NA	NA	NA	NA	NA	NA	NA	3/10/2022	Laura	FWD07	REV12
H1_FWD08	H1	5516	2451	Acropora loripes	Al	2	FALSE	TRUE	Symbiodiniaceae	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD08	REV01
Ho1.1_FWD02	Ho1.1	19077	10195	Acropora loripes	Al	2	FALSE	TRUE	holobiont	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD02	REV06
Ho1.2_FWD02	Ho1.2	27231	11795	Acropora loripes	Al	2	FALSE	TRUE	holobiont	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD02	REV07
Ho1.3_FWD02	Ho1.3	7242	3524	Acropora loripes	Al	2	FALSE	TRUE	holobiont	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD02	REV08
Ho1.4_FWD02	Ho1.4	12921	6808	Acropora loripes	Al	2	FALSE	TRUE	holobiont	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD02	REV09
Ho1.5_FWD02	Ho1.5	15088	7060	Acropora loripes	Al	2	FALSE	TRUE	holobiont	front_center	1	NA	NA	19/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD02	REV10
Ho2.1_FWD04	Ho2.1	369	172	Acropora loripes	Al	2	FALSE	TRUE	holobiont	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD04	REV06
Ho2.2_FWD04	Ho2.2	889	365	Acropora loripes	Al	2	FALSE	TRUE	holobiont	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD04	REV07
Ho2.3_FWD04	Ho2.3	693	268	Acropora loripes	Al	2	FALSE	TRUE	holobiont	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD04	REV08
Ho2.4_FWD04	Ho2.4	4821	2575	Acropora loripes	Al	2	FALSE	TRUE	holobiont	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD04	REV09
Ho2.5_FWD04	Ho2.5	628	268	Acropora loripes	Al	2	FALSE	TRUE	holobiont	back_left	2	NA	NA	21/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD04	REV10
Ho3.1_FWD12	Ho3.1	13146	5608	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD12	REV03
Ho3.2_FWD12	Ho3.2	8169	3624	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD12	REV04
Ho3.3_FWD07	Ho3.3	16657	8012	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD07	REV03
Ho3.4_FWD07	Ho3.4	4969	2221	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD07	REV04
Ho3.5_FWD07	Ho3.5	12404	5765	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0872	3	NA	NA	21/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD07	REV05
Ho4.1_FWD09	Ho4.1	1544	762	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD09	REV01
Ho4.2_FWD09	Ho4.2	1487	635	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD09	REV02
Ho4.3_FWD09	Ho4.3	1509	701	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD09	REV03
Ho4.4_FWD09	Ho4.4	1140	528	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD09	REV04
Ho4.5_FWD09	Ho4.5	2947	1435	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0871	4	NA	NA	23/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD09	REV05
Ho5.1_FWD11	Ho5.1	725	244	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD11	REV01
Ho5.2_FWD11	Ho5.2	635	212	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD11	REV02
Ho5.3_FWD11	Ho5.3	567	223	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD11	REV03
Ho5.4_FWD11	Ho5.4	133	38	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD11	REV04
Ho5.5_FWD11	Ho5.5	2066	950	Acropora loripes	Al	2	FALSE	TRUE	holobiont	tag_0600	5	NA	NA	23/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD11	REV05
ISB1-A1_FWD03	ISB1-A1	5467	2816	Acropora loripes	Al	2	FALSE	TRUE	tank water control	NA	NA	NA	NA	20/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD03	REV11
ISB1-A2_FWD03	ISB1-A2	2830	1165	Acropora loripes	Al	2	FALSE	TRUE	tank water control	NA	NA	NA	NA	20/09/2022	ISB1-A	NA	29/09/2022	Laura	FWD03	REV12
ISB1-A3_FWD04	ISB1-A3	419	126	Acropora loripes	Al	2	FALSE	TRUE	tank water control	NA	NA	NA	NA	20/09/2022	ISB1-A	NA	30/09/2022	Laura	FWD04	REV11
MOS4-A1_FWD04	MOS4-A1	3196	1672	Acropora loripes	Al	2	FALSE	TRUE	tank water control	NA	NA	NA	NA	20/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD04	REV12
MOS4-A2_FWD05	MOS4-A2	3629	1916	Acropora loripes	Al	2	FALSE	TRUE	tank water control	NA	NA	NA	NA	20/09/2022	MOS4-A	NA	29/09/2022	Laura	FWD05	REV11
MOS4-A3_FWD05	MOS4-A3	13724	6151	Acropora loripes	Al	2	FALSE	TRUE	tank water control	NA	NA	NA	NA	20/09/2022	MOS4-A	NA	30/09/2022	Laura	FWD05	REV12
MOS4-B1_FWD11	MOS4-B1	1940	886	Acropora loripes	Al	2	FALSE	TRUE	tank water control	NA	NA	NA	NA	20/09/2022	MOS4-B	NA	30/09/2022	Laura	FWD11	REV11
MOS4-B2_FWD12	MOS4-B2	14145	4021	Acropora loripes	Al	2	FALSE	TRUE	tank water control	NA	NA	NA	NA	20/09/2022	MOS4-B	NA	30/09/2022	Laura	FWD12	REV01
MOS4-B3_FWD12	MOS4-B3	19407	4371	Acropora loripes	Al	2	FALSE	TRUE	tank water control	NA	NA	NA	NA	20/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD12	REV02
Mu1_FWD11	Mu1	10619	5164	Acropora loripes	Al	2	FALSE	TRUE	Mucus	front_center	1	NA	NA	20/09/2022	ISB1-A	NA	3/10/2022	Laura	FWD11	REV06
Mu1.Sept22_FWD09	Mu1.Sept22	37986	20095	Acropora loripes	Al	2	FALSE	TRUE	Mucus	front_center	1	NA	NA	22/09/2022	ISB1-A	NA	3/10/2022	Laura	FWD09	REV11
Mu2.Sept22_FWD09	Mu2.Sept22	13289	7077	Acropora loripes	Al	2	FALSE	TRUE	Mucus	back_left	2	NA	NA	22/09/2022	ISB1-A	NA	3/10/2022	Laura	FWD09	REV12
Mu2.Sept22_FWD11	Mu2.Sept22	262	86	Acropora loripes	Al	2	FALSE	TRUE	Mucus	back_left	2	NA	NA	22/09/2022	ISB1-A	NA	3/10/2022	Laura	FWD11	REV07
Mu3_FWD11	Mu3	2583	1118	Acropora loripes	Al	2	FALSE	TRUE	Mucus	tag_0876	3	NA	NA	20/09/2022	MOS4-A	NA	3/10/2022	Laura	FWD11	REV08
Mu3.Sept22_FWD10	Mu3.Sept22	254	102	Acropora loripes	Al	2	FALSE	TRUE	Mucus	tag_0876	3	NA	NA	22/09/2022	MOS4-A	NA	3/10/2022	Laura	FWD10	REV11
Mu4_FWD11	Mu4	15605	7342	Acropora loripes	Al	2	FALSE	TRUE	Mucus	tag_0873	4	NA	NA	20/09/2022	MOS4-A	NA	3/10/2022	Laura	FWD11	REV09
Mu4.Sept22_FWD10	Mu4.Sept22	23215	10461	Acropora loripes	Al	2	FALSE	TRUE	Mucus	tag_0873	4	NA	NA	22/09/2022	MOS4-A	NA	3/10/2022	Laura	FWD10	REV12
Mu5_FWD11	Mu5	48492	19926	Acropora loripes	Al	2	FALSE	TRUE	Mucus	tag_0604	5	NA	NA	20/09/2022	MOS4-B	NA	3/10/2022	Laura	FWD11	REV10
Pa1.1A_FWD03	Pa1.1A	1032	552	Pocillopora acuta	Pa	2	FALSE	FALSE	tissue	NA	1	1	PMA-treated	15/06/2022	1HP1-E	NA	21-Jun-22	Laura	FWD03	REV23
Pa1.1A_FWD09	Pa1.1A	2054	1291	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	1	1	PMA-treated	15/06/2022	1HP1-E	A	21/06/2022	Ashley	FWD09	REV01
Pa1.1B_FWD09	Pa1.1B	12337	8136	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	1	1	untreated	15/06/2022	1HP1-E	A	21/06/2022	Ashley	FWD09	REV02
Pa1.2A_FWD03	Pa1.2A	2588	993	Pocillopora acuta	Pa	2	FALSE	FALSE	tissue	NA	1	2	PMA-treated	15/06/2022	1HP1-E	NA	21-Jun-22	Laura	FWD03	REV24
Pa1.2A_FWD09	Pa1.2A	2662	1712	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	1	2	PMA-treated	15/06/2022	1HP1-E	A	21/06/2022	Ashley	FWD09	REV03
Pa1.2B_FWD09	Pa1.2B	5266	3469	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	1	2	untreated	15/06/2022	1HP1-E	A	21/06/2022	Ashley	FWD09	REV04
Pa1.3A_FWD09	Pa1.3A	85235	57025	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	1	3	PMA-treated	15/06/2022	1HP1-E	A	21/06/2022	Ashley	FWD09	REV05
Pa1.3B_FWD09	Pa1.3B	30193	20981	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	1	3	untreated	15/06/2022	1HP1-E	A	21/06/2022	Ashley	FWD09	REV06
Pa1.4A_FWD09	Pa1.4A	23232	15948	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	1	4	PMA-treated	15/06/2022	1HP1-E	A	21/06/2022	Ashley	FWD09	REV07
Pa1.4B_FWD09	Pa1.4B	37600	24038	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	1	4	untreated	15/06/2022	1HP1-E	A	21/06/2022	Ashley	FWD09	REV08
Pa1.5A_FWD04	Pa1.5A	1410	714	Pocillopora acuta	Pa	2	TRUE	FALSE	tissue	NA	1	5	PMA-treated	15/06/2022	1HP1-E	NA	21-Jun-22	Laura	FWD04	REV13
Pa1.5A_FWD09	Pa1.5A	772	477	Pocillopora acuta	Pa	1	FALSE	FALSE	tissue	NA	1	5	PMA-treated	15/06/2022	1HP1-E	A	21/06/2022	Ashley	FWD09	REV09
Pa1.5B_FWD04	Pa1.5B	791	465	Pocillopora acuta	Pa	2	FALSE	FALSE	tissue	NA	1	5	untreated	15/06/2022	1HP1-E	NA	21-Jun-22	Laura	FWD04	REV14
Pa1.5B_FWD09	Pa1.5B	1608	976	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	1	5	untreated	15/06/2022	1HP1-E	A	21/06/2022	Ashley	FWD09	REV10
Pa2.1A_FWD09	Pa2.1A	4184	2873	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	2	1	PMA-treated	15/06/2022	1HP1-F	B	21/06/2022	Ashley	FWD09	REV11
Pa2.1B_FWD09	Pa2.1B	78214	49535	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	2	1	untreated	15/06/2022	1HP1-F	B	21/06/2022	Ashley	FWD09	REV12
Pa2.2A_FWD10	Pa2.2A	31603	20409	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	2	2	PMA-treated	15/06/2022	1HP1-F	B	21/06/2022	Ashley	FWD10	REV01
Pa2.2B_FWD10	Pa2.2B	48103	30642	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	2	2	untreated	15/06/2022	1HP1-F	B	21/06/2022	Ashley	FWD10	REV02
Pa2.3A_FWD10	Pa2.3A	15352	10243	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	2	3	PMA-treated	15/06/2022	1HP1-F	B	21/06/2022	Ashley	FWD10	REV03
Pa2.3B_FWD10	Pa2.3B	31593	21288	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	2	3	untreated	15/06/2022	1HP1-F	B	21/06/2022	Ashley	FWD10	REV04
Pa2.4A_FWD04	Pa2.4A	649	348	Pocillopora acuta	Pa	2	FALSE	FALSE	tissue	NA	2	4	PMA-treated	15/06/2022	1HP1-F	NA	21-Jun-22	Laura	FWD04	REV15
Pa2.4A_FWD10	Pa2.4A	5500	1624	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	2	4	PMA-treated	15/06/2022	1HP1-F	B	21/06/2022	Ashley	FWD10	REV05
Pa2.4B_FWD10	Pa2.4B	5887	3977	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	2	4	untreated	15/06/2022	1HP1-F	B	21/06/2022	Ashley	FWD10	REV06
Pa2.5A_FWD10	Pa2.5A	14041	9062	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	2	5	PMA-treated	15/06/2022	1HP1-F	B	21/06/2022	Ashley	FWD10	REV07
Pa2.5B_FWD10	Pa2.5B	21363	13436	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	2	5	untreated	15/06/2022	1HP1-F	B	21/06/2022	Ashley	FWD10	REV08
Pa3.1A_FWD10	Pa3.1A	8600	5544	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	3	1	PMA-treated	15/06/2022	1HP1-F	C	21/06/2022	Ashley	FWD10	REV09
Pa3.1B_FWD10	Pa3.1B	5301	3176	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	3	1	untreated	15/06/2022	1HP1-F	C	21/06/2022	Ashley	FWD10	REV10
Pa3.2A_FWD10	Pa3.2A	4489	3083	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	3	2	PMA-treated	15/06/2022	1HP1-F	C	04/07/2022	Laura	FWD10	REV11
Pa3.2B_FWD04	Pa3.2B	1957	1132	Pocillopora acuta	Pa	2	TRUE	FALSE	tissue	NA	3	2	untreated	15/06/2022	1HP1-F	NA	4-Jul-22	Laura	FWD04	REV16
Pa3.2B_FWD10	Pa3.2B	912	631	Pocillopora acuta	Pa	1	FALSE	FALSE	tissue	NA	3	2	untreated	15/06/2022	1HP1-F	C	04/07/2022	Laura	FWD10	REV12
Pa3.3A_FWD11	Pa3.3A	11316	7728	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	3	3	PMA-treated	15/06/2022	1HP1-F	C	04/07/2022	Laura	FWD11	REV01
Pa3.3B_FWD11	Pa3.3B	8481	5232	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	3	3	untreated	15/06/2022	1HP1-F	C	04/07/2022	Laura	FWD11	REV02
Pa3.4A_FWD11	Pa3.4A	27940	19015	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	3	4	PMA-treated	15/06/2022	1HP1-F	C	04/07/2022	Laura	FWD11	REV03
Pa3.4B_FWD11	Pa3.4B	57940	40231	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	3	4	untreated	15/06/2022	1HP1-F	C	04/07/2022	Laura	FWD11	REV04
Pa3.5A_FWD11	Pa3.5A	7198	4781	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	3	5	PMA-treated	15/06/2022	1HP1-F	C	04/07/2022	Laura	FWD11	REV05
Pa3.5B_FWD11	Pa3.5B	8423	5829	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	3	5	untreated	15/06/2022	1HP1-F	C	04/07/2022	Laura	FWD11	REV06
Pa4.1A_FWD11	Pa4.1A	7632	4898	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	4	1	PMA-treated	15/06/2022	1HP1-G	D	04/07/2022	Laura	FWD11	REV07
Pa4.1B_FWD11	Pa4.1B	5180	3374	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	4	1	untreated	15/06/2022	1HP1-G	D	04/07/2022	Laura	FWD11	REV08
Pa4.2A_FWD04	Pa4.2A	210	87	Pocillopora acuta	Pa	2	FALSE	FALSE	tissue	NA	4	2	PMA-treated	15/06/2022	1HP1-G	NA	4-Jul-22	Laura	FWD04	REV17
Pa4.2A_FWD11	Pa4.2A	2136	883	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	4	2	PMA-treated	15/06/2022	1HP1-G	D	04/07/2022	Laura	FWD11	REV09
Pa4.2B_FWD04	Pa4.2B	1641	962	Pocillopora acuta	Pa	2	FALSE	FALSE	tissue	NA	4	2	untreated	15/06/2022	1HP1-G	NA	4-Jul-22	Laura	FWD04	REV18
Pa4.2B_FWD11	Pa4.2B	4300	2628	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	4	2	untreated	15/06/2022	1HP1-G	D	04/07/2022	Laura	FWD11	REV10
Pa4.3A_FWD04	Pa4.3A	479	260	Pocillopora acuta	Pa	2	FALSE	FALSE	tissue	NA	4	3	PMA-treated	15/06/2022	1HP1-G	NA	4-Jul-22	Laura	FWD04	REV19
Pa4.3A_FWD11	Pa4.3A	1184	704	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	4	3	PMA-treated	15/06/2022	1HP1-G	D	04/07/2022	Laura	FWD11	REV11
Pa4.3B_FWD04	Pa4.3B	940	499	Pocillopora acuta	Pa	2	FALSE	FALSE	tissue	NA	4	3	untreated	15/06/2022	1HP1-G	NA	4-Jul-22	Laura	FWD04	REV20
Pa4.3B_FWD11	Pa4.3B	2698	1674	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	4	3	untreated	15/06/2022	1HP1-G	D	04/07/2022	Laura	FWD11	REV12
Pa4.4A_FWD12	Pa4.4A	18852	11679	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	4	4	PMA-treated	15/06/2022	1HP1-G	D	04/07/2022	Laura	FWD12	REV01
Pa4.4B_FWD12	Pa4.4B	10135	6585	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	4	4	untreated	15/06/2022	1HP1-G	D	04/07/2022	Laura	FWD12	REV02
Pa4.5A_FWD12	Pa4.5A	21688	14424	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	4	5	PMA-treated	15/06/2022	1HP1-G	D	04/07/2022	Laura	FWD12	REV03
Pa4.5B_FWD04	Pa4.5B	619	324	Pocillopora acuta	Pa	2	FALSE	FALSE	tissue	NA	4	5	untreated	15/06/2022	1HP1-G	NA	4-Jul-22	Laura	FWD04	REV21
Pa4.5B_FWD12	Pa4.5B	2686	1684	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	4	5	untreated	15/06/2022	1HP1-G	D	04/07/2022	Laura	FWD12	REV04
Pa5.1A_FWD12	Pa5.1A	4880	3228	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	5	1	PMA-treated	15/06/2022	1HP1-G	E	04/07/2022	Laura	FWD12	REV06
Pa5.1B_FWD12	Pa5.1B	21662	14330	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	5	1	untreated	15/06/2022	1HP1-G	E	04/07/2022	Laura	FWD12	REV05
Pa5.2A_FWD12	Pa5.2A	21867	4770	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	5	2	PMA-treated	15/06/2022	1HP1-G	E	04/07/2022	Laura	FWD12	REV07
Pa5.2B_FWD12	Pa5.2B	7625	4957	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	5	2	untreated	15/06/2022	1HP1-G	E	04/07/2022	Laura	FWD12	REV08
Pa5.3A_FWD12	Pa5.3A	131823	48527	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	5	3	PMA-treated	15/06/2022	1HP1-G	E	04/07/2022	Ashley	FWD12	REV09
Pa5.3B_FWD04	Pa5.3B	1084	553	Pocillopora acuta	Pa	2	FALSE	FALSE	tissue	NA	5	3	untreated	15/06/2022	1HP1-G	NA	4-Jul-22	Laura	FWD04	REV22
Pa5.3B_FWD12	Pa5.3B	3788	2388	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	5	3	untreated	15/06/2022	1HP1-G	E	04/07/2022	Ashley	FWD12	REV10
Pa5.4A_FWD12	Pa5.4A	80180	34800	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	5	4	PMA-treated	15/06/2022	1HP1-G	E	04/07/2022	Ashley	FWD12	REV11
Pa5.4B_FWD12	Pa5.4B	21544	14126	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	5	4	untreated	15/06/2022	1HP1-G	E	04/07/2022	Ashley	FWD12	REV12
Pa5.5A_FWD13	Pa5.5A	8413	4625	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	5	5	PMA-treated	15/06/2022	1HP1-G	E	04/07/2022	Ashley	FWD13	REV01
Pa5.5B_FWD13	Pa5.5B	7735	4148	Pocillopora acuta	Pa	1	TRUE	FALSE	tissue	NA	5	5	untreated	15/06/2022	1HP1-G	E	04/07/2022	Ashley	FWD13	REV02
PB1_FWD06	PB1	205	70	NA	PCRB	2	FALSE	TRUE	PCR blank	NA	NA	NA	NA	NA	NA	NA	NA	Laura	FWD06	REV09
PB2_FWD06	PB2	913	393	NA	PCRB	2	FALSE	TRUE	PCR blank	NA	NA	NA	NA	NA	NA	NA	NA	Laura	FWD06	REV01
PB3_FWD06	PB3	58	11	NA	PCRB	2	FALSE	TRUE	PCR blank	NA	NA	NA	NA	NA	NA	NA	NA	Laura	FWD06	REV10
PB4_FWD06	PB4	309	152	NA	PCRB	2	FALSE	TRUE	PCR blank	NA	NA	NA	NA	NA	NA	NA	NA	Laura	FWD06	REV11
PCRB01_FWD08	PCRB01	61	24	PCR Blank	PCRB	1	TRUE	FALSE	tissue	NA	NA	1	NA	NA	NA	NA	NA	NA	FWD08	REV07
PCRB02_FWD08	PCRB02	86	36	PCR Blank	PCRB	1	TRUE	FALSE	tissue	NA	NA	2	NA	NA	NA	NA	NA	NA	FWD08	REV08
PCRB03_FWD08	PCRB03	1040	493	PCR Blank	PCRB	1	TRUE	FALSE	tissue	NA	NA	3	NA	NA	NA	NA	NA	NA	FWD08	REV09
PCRB04_FWD06	PCRB04	115	71	PCR Blank	PCRB	1	TRUE	FALSE	tissue	NA	NA	4	NA	NA	NA	NA	NA	NA	FWD06	REV24
PCRB05_FWD13	PCRB05	22	10	PCR Blank	PCRB	1	TRUE	FALSE	tissue	NA	NA	5	NA	NA	NA	NA	NA	NA	FWD13	REV15
PCRB06_FWD13	PCRB06	237	144	PCR Blank	PCRB	1	TRUE	FALSE	tissue	NA	NA	6	NA	NA	NA	NA	NA	NA	FWD13	REV16
PCRNeg_FWD06	PCRNeg	410	234	NA	PCRB	2	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	Laura	FWD06	REV16
Pd1.1A_FWD09	Pd1.1A	115386	75897	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	1	1	PMA-treated	16/06/2022	OHP1-SUMP	A	07/07/2022	Ashley	FWD09	REV13
Pd1.1B_FWD09	Pd1.1B	78297	48222	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	1	1	untreated	16/06/2022	OHP1-SUMP	A	07/07/2022	Ashley	FWD09	REV14
Pd1.2A_FWD09	Pd1.2A	85192	53680	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	1	2	PMA-treated	16/06/2022	OHP1-SUMP	A	07/07/2022	Ashley	FWD09	REV15
Pd1.2B_FWD09	Pd1.2B	91364	62041	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	1	2	untreated	16/06/2022	OHP1-SUMP	A	07/07/2022	Ashley	FWD09	REV16
Pd1.3A_FWD09	Pd1.3A	72907	45921	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	1	3	PMA-treated	16/06/2022	OHP1-SUMP	A	07/07/2022	Ashley	FWD09	REV17
Pd1.3B_FWD09	Pd1.3B	79484	50009	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	1	3	untreated	16/06/2022	OHP1-SUMP	A	07/07/2022	Ashley	FWD09	REV18
Pd1.4A_FWD09	Pd1.4A	60244	39196	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	1	4	PMA-treated	16/06/2022	OHP1-SUMP	A	14/07/2022	Laura	FWD09	REV19
Pd1.4B_FWD09	Pd1.4B	77399	48105	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	1	4	untreated	16/06/2022	OHP1-SUMP	A	07/07/2022	Ashley	FWD09	REV20
Pd1.5A_FWD09	Pd1.5A	100419	65390	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	1	5	PMA-treated	16/06/2022	OHP1-SUMP	A	14/07/2022	Laura	FWD09	REV21
Pd1.5B_FWD09	Pd1.5B	86717	57143	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	1	5	untreated	16/06/2022	OHP1-SUMP	A	07/07/2022	Ashley	FWD09	REV22
Pd2.1A_FWD09	Pd2.1A	58068	38504	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	2	1	PMA-treated	16/06/2022	OHP1-SUMP	B	14/07/2022	Laura	FWD09	REV23
Pd2.1B_FWD09	Pd2.1B	46658	32643	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	2	1	untreated	16/06/2022	OHP1-SUMP	B	07/07/2022	Ashley	FWD09	REV24
Pd2.2A_FWD10	Pd2.2A	43251	30269	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	2	2	PMA-treated	16/06/2022	OHP1-SUMP	B	14/07/2022	Laura	FWD10	REV13
Pd2.2B_FWD10	Pd2.2B	38382	25538	Platygyra daedalea	Pd	1	TRUE	FALSE	tissue	NA	2	2	untreated	16/06/2022	OHP1-SUMP	B	14/07/2022	Laura	FWD10	REV14
